Frequency (Hz),1A,2A,3A,4A,5A
29564.23427,3.28E-06,1.50E-05,3.47E-06,4.23E-06,3.06E-06
29593.90413,4.17E-06,1.27E-05,3.71E-06,4.75E-06,2.74E-06
29623.574,5.17E-06,9.26E-06,3.24E-06,4.77E-06,2.87E-06
29653.24387,3.86E-06,9.11E-06,2.96E-06,4.02E-06,3.16E-06
29682.91374,3.74E-06,8.80E-06,3.56E-06,3.89E-06,2.96E-06
29712.58361,5.56E-06,8.45E-06,3.58E-06,4.15E-06,2.02E-06
29742.25347,7.12E-06,6.14E-06,2.95E-06,3.87E-06,2.06E-06
29771.92334,6.92E-06,7.79E-06,2.90E-06,3.68E-06,2.51E-06
29801.59321,4.99E-06,9.04E-06,3.49E-06,3.74E-06,2.73E-06
29831.26308,3.65E-06,1.06E-05,3.18E-06,3.34E-06,2.92E-06
29860.93294,4.16E-06,9.52E-06,2.57E-06,3.36E-06,2.95E-06
29890.60281,4.53E-06,9.68E-06,2.81E-06,3.46E-06,2.92E-06
29920.27268,3.76E-06,8.36E-06,3.14E-06,3.52E-06,3.51E-06
29949.94255,4.23E-06,6.83E-06,3.36E-06,3.65E-06,3.83E-06
29979.61241,4.07E-06,7.88E-06,3.02E-06,3.74E-06,3.83E-06
30009.28228,4.40E-06,7.97E-06,2.98E-06,3.28E-06,4.80E-06
30038.95215,4.20E-06,7.15E-06,2.75E-06,3.68E-06,7.07E-06
30068.62202,3.65E-06,6.10E-06,2.67E-06,3.22E-06,1.01E-05
30098.29188,4.41E-06,6.61E-06,3.04E-06,3.32E-06,1.38E-05
30127.96175,4.34E-06,6.95E-06,2.77E-06,2.56E-06,1.66E-05
30157.63162,4.76E-06,5.65E-06,3.10E-06,2.71E-06,1.40E-05
30187.30149,4.01E-06,4.46E-06,3.42E-06,3.61E-06,1.00E-05
30216.97135,4.05E-06,5.91E-06,3.25E-06,3.49E-06,6.10E-06
30246.64122,4.78E-06,6.12E-06,3.34E-06,3.06E-06,5.22E-06
30276.31109,5.38E-06,5.03E-06,3.18E-06,3.04E-06,4.85E-06
30305.98096,5.31E-06,4.86E-06,2.97E-06,3.31E-06,4.10E-06
30335.65083,5.68E-06,4.88E-06,2.79E-06,3.36E-06,2.92E-06
30365.32069,5.00E-06,4.98E-06,2.47E-06,3.49E-06,3.32E-06
30394.99056,5.02E-06,4.22E-06,3.35E-06,3.60E-06,3.18E-06
30424.66043,5.41E-06,4.01E-06,3.43E-06,2.63E-06,3.26E-06
30454.3303,4.56E-06,3.89E-06,3.14E-06,2.81E-06,3.24E-06
30484.00016,4.35E-06,3.99E-06,2.91E-06,2.52E-06,2.96E-06
30513.67003,4.25E-06,4.20E-06,2.77E-06,2.87E-06,3.46E-06
30543.3399,4.08E-06,4.03E-06,2.60E-06,3.56E-06,3.62E-06
30573.00977,4.50E-06,3.69E-06,2.74E-06,3.94E-06,3.69E-06
30602.67963,4.16E-06,4.32E-06,3.28E-06,3.59E-06,3.99E-06
30632.3495,3.81E-06,4.15E-06,3.45E-06,3.26E-06,3.38E-06
30662.01937,4.03E-06,4.00E-06,3.29E-06,2.66E-06,3.31E-06
30691.68924,4.12E-06,3.58E-06,3.13E-06,2.93E-06,2.79E-06
30721.3591,4.06E-06,3.33E-06,2.63E-06,3.44E-06,2.42E-06
30751.02897,4.29E-06,3.54E-06,2.80E-06,3.06E-06,2.44E-06
30780.69884,4.23E-06,3.73E-06,2.95E-06,3.11E-06,2.94E-06
30810.36871,3.74E-06,3.72E-06,2.95E-06,3.01E-06,3.36E-06
30840.03857,4.14E-06,3.75E-06,2.66E-06,3.61E-06,3.64E-06
30869.70844,4.07E-06,3.85E-06,2.48E-06,2.68E-06,3.83E-06
30899.37831,4.60E-06,3.63E-06,2.83E-06,2.05E-06,3.75E-06
30929.04818,5.11E-06,2.86E-06,2.81E-06,2.82E-06,4.34E-06
30958.71805,5.05E-06,3.80E-06,2.76E-06,2.91E-06,4.95E-06
30988.38791,4.54E-06,4.01E-06,3.25E-06,3.29E-06,5.62E-06
31018.05778,4.66E-06,3.89E-06,3.70E-06,3.69E-06,5.44E-06
31047.72765,4.33E-06,3.98E-06,3.58E-06,3.87E-06,5.49E-06
31077.39752,4.31E-06,4.07E-06,3.04E-06,3.58E-06,6.19E-06
31107.06738,4.41E-06,4.50E-06,2.50E-06,3.36E-06,8.23E-06
31136.73725,4.76E-06,4.00E-06,2.49E-06,2.78E-06,8.79E-06
31166.40712,4.54E-06,3.56E-06,3.81E-06,2.83E-06,9.30E-06
31196.07699,4.75E-06,3.62E-06,2.89E-06,2.91E-06,9.40E-06
31225.74685,4.91E-06,3.68E-06,3.33E-06,3.87E-06,8.02E-06
31255.41672,4.75E-06,4.18E-06,3.32E-06,4.28E-06,6.89E-06
31285.08659,4.80E-06,3.64E-06,3.10E-06,3.77E-06,6.73E-06
31314.75646,4.12E-06,4.03E-06,2.95E-06,2.83E-06,6.60E-06
31344.42632,4.26E-06,4.27E-06,3.16E-06,2.70E-06,5.77E-06
31374.09619,3.99E-06,4.00E-06,3.12E-06,2.70E-06,5.22E-06
31403.76606,4.65E-06,3.44E-06,3.73E-06,2.88E-06,3.94E-06
31433.43593,5.08E-06,2.73E-06,3.45E-06,2.46E-06,3.79E-06
31463.10579,4.67E-06,3.61E-06,3.75E-06,2.45E-06,3.59E-06
31492.77566,5.03E-06,3.97E-06,3.68E-06,3.18E-06,4.11E-06
31522.44553,4.10E-06,4.46E-06,3.44E-06,3.28E-06,3.71E-06
31552.1154,4.53E-06,3.87E-06,2.89E-06,2.59E-06,4.16E-06
31581.78527,4.54E-06,3.64E-06,2.74E-06,3.23E-06,4.80E-06
31611.45513,4.22E-06,3.55E-06,1.99E-06,2.95E-06,4.66E-06
31641.125,4.59E-06,3.12E-06,2.72E-06,2.67E-06,5.05E-06
31670.79487,3.82E-06,3.15E-06,3.00E-06,2.60E-06,4.47E-06
31700.46474,4.36E-06,3.49E-06,3.35E-06,2.84E-06,4.04E-06
31730.1346,4.30E-06,2.89E-06,3.70E-06,2.96E-06,3.70E-06
31759.80447,3.78E-06,2.66E-06,3.20E-06,2.84E-06,3.48E-06
31789.47434,4.46E-06,2.41E-06,2.87E-06,2.53E-06,3.42E-06
31819.14421,4.43E-06,3.06E-06,3.61E-06,2.41E-06,2.85E-06
31848.81407,4.45E-06,2.61E-06,3.36E-06,2.63E-06,3.56E-06
31878.48394,5.38E-06,3.71E-06,2.50E-06,2.46E-06,3.38E-06
31908.15381,4.99E-06,4.23E-06,3.36E-06,2.77E-06,2.95E-06
31937.82368,4.91E-06,3.97E-06,3.18E-06,3.04E-06,3.55E-06
31967.49354,4.36E-06,3.47E-06,3.23E-06,3.16E-06,3.61E-06
31997.16341,5.19E-06,3.01E-06,4.04E-06,2.00E-06,3.54E-06
32026.83328,4.83E-06,2.70E-06,3.86E-06,2.76E-06,4.14E-06
32056.50315,4.99E-06,3.31E-06,4.12E-06,2.84E-06,4.17E-06
32086.17301,5.30E-06,3.71E-06,3.95E-06,3.25E-06,3.88E-06
32115.84288,5.94E-06,3.86E-06,3.15E-06,3.00E-06,4.46E-06
32145.51275,6.26E-06,3.30E-06,3.28E-06,3.05E-06,4.12E-06
32175.18262,6.02E-06,3.20E-06,3.50E-06,2.84E-06,4.90E-06
32204.85249,6.39E-06,3.22E-06,3.25E-06,2.67E-06,5.26E-06
32234.52235,6.21E-06,3.10E-06,3.33E-06,3.26E-06,4.71E-06
32264.19222,6.06E-06,2.99E-06,3.40E-06,3.15E-06,4.53E-06
32293.86209,6.72E-06,3.59E-06,3.24E-06,3.26E-06,4.27E-06
32323.53196,7.88E-06,4.09E-06,3.45E-06,3.13E-06,4.32E-06
32353.20182,8.70E-06,3.97E-06,3.58E-06,3.67E-06,4.75E-06
32382.87169,8.02E-06,3.22E-06,3.48E-06,3.42E-06,4.69E-06
32412.54156,7.39E-06,2.18E-06,3.53E-06,3.16E-06,5.19E-06
32442.21143,7.15E-06,2.97E-06,2.65E-06,2.92E-06,4.70E-06
32471.88129,6.97E-06,3.46E-06,3.35E-06,2.71E-06,4.62E-06
32501.55116,6.16E-06,3.00E-06,3.18E-06,3.10E-06,4.17E-06
32531.22103,6.42E-06,2.98E-06,3.07E-06,3.28E-06,3.98E-06
32560.8909,7.05E-06,2.87E-06,2.61E-06,3.26E-06,2.97E-06
32590.56076,7.79E-06,3.37E-06,2.61E-06,3.01E-06,2.86E-06
32620.23063,8.25E-06,3.02E-06,2.89E-06,3.28E-06,2.92E-06
32649.9005,7.93E-06,3.14E-06,3.21E-06,3.29E-06,3.15E-06
32679.57037,6.02E-06,3.27E-06,3.73E-06,3.53E-06,2.90E-06
32709.24023,4.04E-06,2.80E-06,3.90E-06,3.87E-06,3.50E-06
32738.9101,5.14E-06,2.80E-06,3.92E-06,2.96E-06,3.64E-06
32768.57997,5.57E-06,2.84E-06,3.57E-06,3.18E-06,3.66E-06
32798.24984,4.79E-06,3.10E-06,3.63E-06,2.94E-06,3.38E-06
32827.91971,4.35E-06,3.21E-06,3.35E-06,3.36E-06,3.36E-06
32857.58957,4.70E-06,3.29E-06,3.12E-06,3.46E-06,3.29E-06
32887.25944,5.16E-06,2.94E-06,2.69E-06,3.14E-06,3.36E-06
32916.92931,4.30E-06,2.96E-06,3.17E-06,3.17E-06,2.78E-06
32946.59918,4.68E-06,2.78E-06,3.52E-06,2.95E-06,3.76E-06
32976.26904,4.37E-06,3.16E-06,2.94E-06,3.12E-06,3.73E-06
33005.93891,4.52E-06,2.66E-06,2.89E-06,2.68E-06,2.63E-06
33035.60878,5.38E-06,3.29E-06,2.89E-06,3.39E-06,3.45E-06
33065.27865,4.77E-06,3.45E-06,2.85E-06,3.25E-06,3.53E-06
33094.94851,4.52E-06,2.87E-06,2.53E-06,3.04E-06,3.44E-06
33124.61838,4.02E-06,3.58E-06,2.90E-06,3.40E-06,3.70E-06
33154.28825,4.20E-06,4.05E-06,2.96E-06,3.33E-06,4.55E-06
33183.95812,4.11E-06,3.97E-06,2.89E-06,3.18E-06,4.01E-06
33213.62798,4.21E-06,3.57E-06,2.42E-06,3.19E-06,4.12E-06
33243.29785,3.16E-06,4.04E-06,3.22E-06,3.42E-06,4.18E-06
33272.96772,3.73E-06,4.10E-06,3.50E-06,3.67E-06,3.54E-06
33302.63759,4.75E-06,3.92E-06,3.24E-06,3.50E-06,3.41E-06
33332.30745,4.47E-06,3.43E-06,3.41E-06,3.81E-06,3.67E-06
33361.97732,3.49E-06,3.27E-06,3.16E-06,2.96E-06,3.84E-06
33391.64719,3.99E-06,3.69E-06,2.30E-06,2.49E-06,3.73E-06
33421.31706,4.79E-06,3.31E-06,2.39E-06,2.82E-06,3.37E-06
33450.98693,4.42E-06,3.33E-06,4.18E-06,3.35E-06,3.30E-06
33480.65679,4.82E-06,3.44E-06,4.23E-06,2.52E-06,3.73E-06
33510.32666,4.05E-06,3.48E-06,3.82E-06,2.96E-06,3.32E-06
33539.99653,4.07E-06,3.48E-06,3.28E-06,3.20E-06,3.82E-06
33569.6664,4.39E-06,3.32E-06,3.25E-06,2.90E-06,4.17E-06
33599.33626,4.82E-06,3.13E-06,2.96E-06,3.00E-06,3.84E-06
33629.00613,5.00E-06,3.34E-06,3.25E-06,2.74E-06,3.87E-06
33658.676,4.97E-06,3.43E-06,3.88E-06,3.22E-06,3.73E-06
33688.34587,4.99E-06,3.30E-06,3.82E-06,2.98E-06,3.33E-06
33718.01573,4.43E-06,3.16E-06,3.43E-06,3.06E-06,2.93E-06
33747.6856,4.66E-06,2.90E-06,4.14E-06,2.58E-06,2.98E-06
33777.35547,4.08E-06,2.45E-06,4.37E-06,2.28E-06,2.72E-06
33807.02534,4.23E-06,3.37E-06,4.54E-06,2.97E-06,2.60E-06
33836.6952,5.39E-06,3.04E-06,3.45E-06,3.01E-06,2.76E-06
33866.36507,5.01E-06,3.08E-06,3.95E-06,2.68E-06,1.94E-06
33896.03494,4.50E-06,3.50E-06,4.11E-06,2.73E-06,2.05E-06
33925.70481,4.34E-06,3.47E-06,7.37E-06,2.93E-06,2.71E-06
33955.37467,3.86E-06,3.78E-06,1.17E-05,3.16E-06,2.65E-06
33985.04454,4.71E-06,4.30E-06,1.63E-05,2.63E-06,2.95E-06
34014.71441,4.74E-06,4.04E-06,1.77E-05,3.35E-06,3.32E-06
34044.38428,4.09E-06,3.76E-06,1.36E-05,3.80E-06,3.55E-06
34074.05415,3.48E-06,3.03E-06,8.65E-06,3.33E-06,3.58E-06
34103.72401,4.19E-06,3.38E-06,5.23E-06,3.17E-06,3.52E-06
34133.39388,4.57E-06,4.12E-06,5.43E-06,3.23E-06,3.44E-06
34163.06375,5.19E-06,2.99E-06,4.41E-06,3.27E-06,3.67E-06
34192.73362,4.55E-06,3.37E-06,4.20E-06,3.24E-06,3.71E-06
34222.40348,4.11E-06,3.73E-06,3.58E-06,3.31E-06,3.63E-06
34252.07335,4.41E-06,3.36E-06,3.03E-06,3.24E-06,4.34E-06
34281.74322,4.72E-06,3.08E-06,3.62E-06,2.88E-06,4.27E-06
34311.41309,5.26E-06,2.92E-06,3.06E-06,2.83E-06,3.32E-06
34341.08295,4.39E-06,3.18E-06,3.24E-06,2.81E-06,3.59E-06
34370.75282,4.96E-06,3.28E-06,3.34E-06,3.14E-06,3.90E-06
34400.42269,4.74E-06,4.01E-06,3.52E-06,3.08E-06,3.50E-06
34430.09256,3.65E-06,4.13E-06,3.90E-06,3.16E-06,3.30E-06
34459.76242,4.22E-06,3.83E-06,3.54E-06,3.43E-06,4.01E-06
34489.43229,4.61E-06,4.04E-06,3.51E-06,3.19E-06,4.13E-06
34519.10216,3.97E-06,3.41E-06,2.64E-06,3.01E-06,4.50E-06
34548.77203,4.52E-06,3.49E-06,3.49E-06,3.36E-06,4.14E-06
34578.4419,4.24E-06,3.75E-06,3.30E-06,3.56E-06,3.48E-06
34608.11176,4.10E-06,4.07E-06,3.12E-06,3.94E-06,2.55E-06
34637.78163,4.15E-06,3.81E-06,3.43E-06,3.72E-06,3.36E-06
34667.4515,4.13E-06,3.82E-06,3.53E-06,3.06E-06,3.14E-06
34697.12137,4.51E-06,3.89E-06,3.43E-06,2.82E-06,3.02E-06
34726.79123,5.08E-06,3.57E-06,3.70E-06,3.44E-06,3.61E-06
34756.4611,5.68E-06,3.51E-06,3.50E-06,3.59E-06,2.97E-06
34786.13097,5.07E-06,3.56E-06,2.60E-06,3.18E-06,2.38E-06
34815.80084,3.98E-06,3.74E-06,2.87E-06,2.89E-06,2.92E-06
34845.4707,4.31E-06,3.23E-06,3.43E-06,3.18E-06,2.43E-06
34875.14057,4.54E-06,2.86E-06,3.22E-06,3.20E-06,3.13E-06
34904.81044,4.31E-06,4.22E-06,3.26E-06,3.42E-06,3.14E-06
34934.48031,5.18E-06,3.95E-06,3.38E-06,3.34E-06,2.79E-06
34964.15017,5.05E-06,3.45E-06,3.68E-06,4.11E-06,3.35E-06
34993.82004,4.53E-06,2.68E-06,3.59E-06,3.66E-06,2.79E-06
35023.48991,4.77E-06,2.82E-06,3.70E-06,3.98E-06,3.48E-06
35053.15978,4.54E-06,3.55E-06,4.02E-06,3.82E-06,2.87E-06
35082.82964,4.55E-06,3.36E-06,3.49E-06,3.94E-06,3.14E-06
35112.49951,4.47E-06,3.31E-06,2.87E-06,3.63E-06,3.15E-06
35142.16938,4.40E-06,3.40E-06,2.90E-06,3.54E-06,3.09E-06
35171.83925,4.59E-06,3.58E-06,3.07E-06,3.37E-06,3.06E-06
35201.50912,4.27E-06,3.95E-06,3.21E-06,3.47E-06,3.43E-06
35231.17898,3.31E-06,4.45E-06,2.62E-06,3.09E-06,3.69E-06
35260.84885,3.64E-06,3.87E-06,2.90E-06,2.34E-06,4.03E-06
35290.51872,3.52E-06,3.65E-06,2.86E-06,3.13E-06,4.23E-06
35320.18859,4.74E-06,3.97E-06,2.99E-06,3.12E-06,3.71E-06
35349.85845,4.72E-06,3.45E-06,3.43E-06,3.20E-06,3.61E-06
35379.52832,4.64E-06,3.05E-06,3.77E-06,2.89E-06,3.52E-06
35409.19819,4.19E-06,2.64E-06,4.63E-06,3.17E-06,4.06E-06
35438.86806,4.75E-06,3.76E-06,5.18E-06,3.92E-06,4.17E-06
35468.53792,5.51E-06,3.26E-06,4.68E-06,3.69E-06,3.73E-06
35498.20779,5.98E-06,3.22E-06,4.62E-06,3.26E-06,2.72E-06
35527.87766,5.28E-06,3.07E-06,4.67E-06,3.06E-06,3.23E-06
35557.54753,4.68E-06,3.52E-06,4.26E-06,3.48E-06,3.41E-06
35587.21739,4.71E-06,3.97E-06,4.06E-06,3.31E-06,3.59E-06
35616.88726,4.38E-06,3.46E-06,3.57E-06,3.38E-06,3.68E-06
35646.55713,4.96E-06,3.12E-06,4.46E-06,3.01E-06,4.33E-06
35676.227,4.24E-06,3.36E-06,4.28E-06,3.38E-06,4.48E-06
35705.89686,3.91E-06,3.71E-06,5.47E-06,4.39E-06,4.12E-06
35735.56673,4.15E-06,3.64E-06,5.01E-06,4.06E-06,3.50E-06
35765.2366,3.67E-06,2.81E-06,3.92E-06,4.04E-06,3.62E-06
35794.90647,3.28E-06,3.14E-06,6.48E-06,4.35E-06,2.95E-06
35824.57634,3.62E-06,3.42E-06,7.32E-06,4.64E-06,3.40E-06
35854.2462,4.56E-06,3.39E-06,6.56E-06,4.60E-06,2.61E-06
35883.91607,4.87E-06,4.18E-06,7.84E-06,3.97E-06,2.57E-06
35913.58594,5.00E-06,4.17E-06,8.63E-06,3.33E-06,2.29E-06
35943.25581,4.64E-06,3.14E-06,9.46E-06,3.45E-06,3.02E-06
35972.92567,4.91E-06,3.28E-06,1.06E-05,3.69E-06,2.91E-06
36002.59554,5.69E-06,3.42E-06,1.04E-05,3.77E-06,3.46E-06
36032.26541,5.87E-06,3.39E-06,9.82E-06,3.47E-06,4.09E-06
36061.93528,6.19E-06,3.35E-06,1.07E-05,3.34E-06,3.77E-06
36091.60514,5.52E-06,3.04E-06,1.03E-05,3.19E-06,3.45E-06
36121.27501,5.89E-06,3.44E-06,7.65E-06,3.43E-06,3.06E-06
36150.94488,6.30E-06,3.23E-06,6.34E-06,3.45E-06,2.95E-06
36180.61475,4.70E-06,3.16E-06,6.61E-06,3.86E-06,2.91E-06
36210.28461,5.63E-06,2.82E-06,5.49E-06,3.74E-06,3.69E-06
36239.95448,6.00E-06,2.57E-06,4.95E-06,3.64E-06,3.46E-06
36269.62435,5.44E-06,3.28E-06,4.74E-06,3.43E-06,3.00E-06
36299.29422,5.76E-06,3.47E-06,4.97E-06,3.97E-06,3.56E-06
36328.96408,5.59E-06,3.75E-06,4.85E-06,4.09E-06,4.07E-06
36358.63395,5.47E-06,4.23E-06,5.47E-06,3.67E-06,4.52E-06
36388.30382,6.29E-06,4.05E-06,6.45E-06,3.49E-06,3.50E-06
36417.97369,6.09E-06,2.64E-06,7.45E-06,5.00E-06,4.19E-06
36447.64356,5.45E-06,4.00E-06,1.20E-05,5.17E-06,3.93E-06
36477.31342,6.34E-06,3.53E-06,1.41E-05,5.67E-06,4.04E-06
36506.98329,5.92E-06,4.08E-06,1.15E-05,8.02E-06,4.23E-06
36536.65316,5.11E-06,3.84E-06,9.32E-06,1.07E-05,5.81E-06
36566.32303,5.43E-06,4.25E-06,7.07E-06,1.28E-05,7.95E-06
36595.99289,5.52E-06,3.28E-06,5.66E-06,1.18E-05,9.98E-06
36625.66276,5.38E-06,3.06E-06,4.21E-06,1.06E-05,1.41E-05
36655.33263,5.64E-06,3.00E-06,2.78E-06,7.12E-06,1.22E-05
36685.0025,6.09E-06,3.40E-06,2.95E-06,5.40E-06,7.26E-06
36714.67236,6.73E-06,3.48E-06,3.29E-06,4.72E-06,5.48E-06
36744.34223,6.27E-06,3.72E-06,4.02E-06,4.04E-06,4.68E-06
36774.0121,5.37E-06,3.81E-06,4.17E-06,3.34E-06,4.15E-06
36803.68197,7.08E-06,3.39E-06,4.44E-06,3.97E-06,3.88E-06
36833.35183,8.13E-06,3.20E-06,4.17E-06,3.53E-06,3.84E-06
36863.0217,6.60E-06,3.48E-06,3.60E-06,3.33E-06,3.48E-06
36892.69157,7.08E-06,3.62E-06,3.71E-06,3.06E-06,3.76E-06
36922.36144,7.62E-06,4.01E-06,3.67E-06,3.38E-06,3.17E-06
36952.0313,7.55E-06,4.00E-06,4.45E-06,3.90E-06,2.56E-06
36981.70117,8.73E-06,3.85E-06,3.75E-06,4.25E-06,3.22E-06
37011.37104,9.31E-06,3.37E-06,3.95E-06,5.01E-06,3.57E-06
37041.04091,1.02E-05,4.02E-06,4.19E-06,5.36E-06,3.24E-06
37070.71078,1.06E-05,4.29E-06,3.38E-06,4.48E-06,3.33E-06
37100.38064,1.02E-05,3.70E-06,2.63E-06,4.52E-06,3.10E-06
37130.05051,8.89E-06,4.05E-06,2.25E-06,5.02E-06,2.72E-06
37159.72038,8.57E-06,4.58E-06,3.40E-06,4.13E-06,2.78E-06
37189.39025,9.96E-06,4.51E-06,3.68E-06,4.02E-06,3.59E-06
37219.06011,1.03E-05,3.91E-06,3.64E-06,4.53E-06,3.73E-06
37248.72998,7.93E-06,3.56E-06,3.54E-06,5.68E-06,3.17E-06
37278.39985,7.46E-06,3.85E-06,4.01E-06,6.04E-06,3.56E-06
37308.06972,7.42E-06,3.51E-06,4.15E-06,5.33E-06,4.25E-06
37337.73958,8.45E-06,3.73E-06,3.84E-06,5.58E-06,3.81E-06
37367.40945,1.10E-05,3.47E-06,3.53E-06,6.24E-06,3.63E-06
37397.07932,1.13E-05,3.12E-06,3.03E-06,6.29E-06,3.58E-06
37426.74919,1.11E-05,3.02E-06,3.56E-06,7.29E-06,4.00E-06
37456.41905,1.16E-05,3.48E-06,3.37E-06,7.23E-06,3.60E-06
37486.08892,1.33E-05,3.47E-06,3.59E-06,6.00E-06,3.09E-06
37515.75879,1.37E-05,4.16E-06,4.04E-06,4.07E-06,3.17E-06
37545.42866,1.32E-05,3.87E-06,3.65E-06,4.64E-06,2.98E-06
37575.09852,1.54E-05,2.71E-06,3.50E-06,4.05E-06,2.94E-06
37604.76839,1.45E-05,3.25E-06,4.08E-06,3.94E-06,3.34E-06
37634.43826,1.37E-05,3.56E-06,4.48E-06,4.20E-06,2.96E-06
37664.10813,1.46E-05,3.39E-06,3.80E-06,3.95E-06,3.60E-06
37693.778,1.35E-05,3.67E-06,3.14E-06,3.47E-06,3.56E-06
37723.44786,1.42E-05,3.47E-06,4.47E-06,3.55E-06,4.24E-06
37753.11773,1.37E-05,2.71E-06,4.30E-06,4.29E-06,5.04E-06
37782.7876,1.58E-05,3.43E-06,3.95E-06,4.22E-06,4.39E-06
37812.45747,1.63E-05,3.86E-06,4.24E-06,4.08E-06,4.27E-06
37842.12733,1.61E-05,3.74E-06,3.94E-06,3.72E-06,3.86E-06
37871.7972,2.18E-05,3.38E-06,4.25E-06,3.25E-06,3.76E-06
37901.46707,2.01E-05,3.73E-06,3.13E-06,3.48E-06,3.55E-06
37931.13694,1.83E-05,3.75E-06,3.47E-06,4.08E-06,3.76E-06
37960.8068,1.95E-05,3.53E-06,3.49E-06,3.91E-06,3.13E-06
37990.47667,2.24E-05,3.69E-06,3.65E-06,3.94E-06,3.53E-06
38020.14654,2.09E-05,3.70E-06,3.83E-06,4.25E-06,3.81E-06
38049.81641,2.29E-05,3.11E-06,3.20E-06,5.33E-06,3.06E-06
38079.48627,2.22E-05,2.86E-06,2.93E-06,5.99E-06,2.76E-06
38109.15614,1.74E-05,3.12E-06,3.27E-06,8.38E-06,2.47E-06
38138.82601,1.65E-05,3.48E-06,3.25E-06,2.19E-05,2.60E-06
38168.49588,2.01E-05,3.79E-06,3.91E-06,3.25E-05,2.47E-06
38198.16574,1.98E-05,3.72E-06,4.44E-06,3.24E-05,3.12E-06
38227.83561,2.05E-05,3.12E-06,4.42E-06,2.28E-05,3.37E-06
38257.50548,2.02E-05,3.14E-06,4.22E-06,1.62E-05,3.36E-06
38287.17535,2.25E-05,3.07E-06,3.70E-06,1.09E-05,3.26E-06
38316.84522,2.41E-05,3.13E-06,3.57E-06,7.35E-06,4.09E-06
38346.51508,1.81E-05,3.52E-06,3.54E-06,6.08E-06,3.48E-06
38376.18495,2.04E-05,2.92E-06,3.37E-06,5.83E-06,3.40E-06
38405.85482,2.52E-05,3.57E-06,2.72E-06,4.56E-06,2.83E-06
38435.52469,2.42E-05,3.71E-06,3.08E-06,3.96E-06,3.05E-06
38465.19455,2.20E-05,3.44E-06,3.48E-06,3.75E-06,3.06E-06
38494.86442,2.07E-05,3.73E-06,3.21E-06,4.24E-06,3.31E-06
38524.53429,1.95E-05,4.00E-06,3.77E-06,3.79E-06,3.38E-06
38554.20416,1.70E-05,4.42E-06,3.40E-06,3.31E-06,3.15E-06
38583.87402,1.49E-05,3.92E-06,3.08E-06,3.94E-06,3.32E-06
38613.54389,1.67E-05,3.52E-06,2.93E-06,4.49E-06,3.05E-06
38643.21376,1.96E-05,3.04E-06,3.55E-06,4.66E-06,3.41E-06
38672.88363,2.00E-05,3.35E-06,3.49E-06,4.89E-06,3.53E-06
38702.55349,1.95E-05,4.09E-06,4.11E-06,4.45E-06,3.81E-06
38732.22336,1.92E-05,4.08E-06,4.20E-06,4.82E-06,3.90E-06
38761.89323,1.95E-05,3.34E-06,3.99E-06,4.79E-06,3.93E-06
38791.5631,1.34E-05,3.50E-06,3.92E-06,4.86E-06,3.09E-06
38821.23296,1.72E-05,3.64E-06,3.77E-06,4.52E-06,3.42E-06
38850.90283,1.45E-05,3.16E-06,3.92E-06,3.75E-06,3.40E-06
38880.5727,1.02E-05,3.15E-06,3.39E-06,4.02E-06,3.46E-06
38910.24257,8.00E-06,3.56E-06,2.78E-06,4.72E-06,3.33E-06
38939.91244,1.04E-05,4.26E-06,2.75E-06,5.15E-06,3.55E-06
38969.5823,1.25E-05,3.59E-06,2.87E-06,5.18E-06,3.41E-06
38999.25217,1.33E-05,3.75E-06,3.62E-06,4.00E-06,2.57E-06
39028.92204,1.39E-05,3.89E-06,3.51E-06,4.27E-06,3.27E-06
39058.59191,1.35E-05,2.97E-06,3.65E-06,4.38E-06,2.66E-06
39088.26177,1.00E-05,2.69E-06,3.68E-06,3.06E-06,2.57E-06
39117.93164,8.63E-06,2.87E-06,3.12E-06,3.36E-06,3.17E-06
39147.60151,1.16E-05,4.02E-06,3.54E-06,3.64E-06,3.11E-06
39177.27138,1.23E-05,3.65E-06,3.37E-06,3.83E-06,3.35E-06
39206.94124,1.25E-05,3.41E-06,3.30E-06,3.52E-06,3.75E-06
39236.61111,1.02E-05,3.44E-06,3.66E-06,3.30E-06,3.71E-06
39266.28098,9.06E-06,3.78E-06,3.60E-06,3.05E-06,3.92E-06
39295.95085,8.34E-06,3.41E-06,3.64E-06,3.00E-06,3.31E-06
39325.62071,7.54E-06,2.76E-06,3.40E-06,3.74E-06,3.91E-06
39355.29058,6.39E-06,3.71E-06,2.72E-06,3.35E-06,4.29E-06
39384.96045,7.76E-06,3.79E-06,3.08E-06,2.81E-06,4.15E-06
39414.63032,6.68E-06,4.38E-06,3.19E-06,3.72E-06,3.35E-06
39444.30018,7.35E-06,4.10E-06,3.69E-06,3.51E-06,3.23E-06
39473.97005,6.46E-06,3.48E-06,3.75E-06,3.76E-06,3.39E-06
39503.63992,6.16E-06,3.43E-06,4.08E-06,4.35E-06,3.75E-06
39533.30979,6.66E-06,3.06E-06,4.10E-06,4.00E-06,4.01E-06
39562.97966,6.24E-06,3.43E-06,3.21E-06,3.72E-06,3.47E-06
39592.64952,6.48E-06,3.77E-06,2.86E-06,3.80E-06,3.64E-06
39622.31939,7.65E-06,3.29E-06,2.96E-06,3.26E-06,3.76E-06
39651.98926,6.77E-06,3.23E-06,3.18E-06,3.28E-06,3.23E-06
