Frequency (Hz),1A,2A,3A,4A,5A
153554.6111,4.59E-06,3.31E-06,3.17E-06,2.55E-06,2.20E-06
153584.2809,4.53E-06,3.14E-06,3.55E-06,2.76E-06,2.54E-06
153613.9508,4.42E-06,2.79E-06,3.04E-06,2.85E-06,2.85E-06
153643.6207,3.93E-06,3.20E-06,2.99E-06,3.13E-06,2.53E-06
153673.2905,3.50E-06,3.26E-06,2.98E-06,3.19E-06,2.35E-06
153702.9604,3.57E-06,3.30E-06,2.44E-06,3.60E-06,2.48E-06
153732.6303,3.23E-06,3.33E-06,2.79E-06,3.38E-06,2.73E-06
153762.3001,3.67E-06,3.10E-06,2.61E-06,3.03E-06,3.08E-06
153791.97,3.75E-06,2.74E-06,2.67E-06,2.93E-06,3.01E-06
153821.6399,3.85E-06,4.10E-06,2.89E-06,2.61E-06,2.87E-06
153851.3097,3.69E-06,4.70E-06,3.17E-06,3.16E-06,2.88E-06
153880.9796,3.58E-06,4.42E-06,3.10E-06,2.86E-06,2.58E-06
153910.6495,4.08E-06,3.87E-06,3.37E-06,2.89E-06,3.19E-06
153940.3193,3.99E-06,3.16E-06,3.15E-06,3.06E-06,3.39E-06
153969.9892,3.59E-06,3.32E-06,2.54E-06,3.70E-06,3.38E-06
153999.6591,3.17E-06,3.47E-06,2.65E-06,3.60E-06,2.99E-06
154029.3289,3.33E-06,3.44E-06,2.27E-06,3.39E-06,2.62E-06
154058.9988,3.31E-06,3.41E-06,2.49E-06,3.15E-06,2.87E-06
154088.6687,3.49E-06,3.19E-06,2.45E-06,2.80E-06,2.49E-06
154118.3385,2.28E-06,3.46E-06,2.35E-06,3.02E-06,2.52E-06
154148.0084,3.05E-06,3.21E-06,2.83E-06,3.01E-06,2.64E-06
154177.6783,3.25E-06,3.26E-06,3.08E-06,2.79E-06,2.50E-06
154207.3481,2.99E-06,3.08E-06,2.41E-06,2.40E-06,2.86E-06
154237.018,3.26E-06,3.55E-06,2.54E-06,3.00E-06,2.87E-06
154266.6879,3.49E-06,3.60E-06,2.86E-06,3.58E-06,2.45E-06
154296.3577,3.01E-06,3.78E-06,2.75E-06,3.18E-06,2.26E-06
154326.0276,2.74E-06,3.71E-06,2.79E-06,2.89E-06,3.15E-06
154355.6975,3.20E-06,3.42E-06,3.24E-06,3.50E-06,3.29E-06
154385.3674,3.61E-06,3.51E-06,3.17E-06,3.72E-06,3.27E-06
154415.0372,3.79E-06,2.41E-06,3.38E-06,3.83E-06,3.43E-06
154444.7071,3.52E-06,2.42E-06,2.38E-06,3.85E-06,3.30E-06
154474.377,3.65E-06,2.39E-06,2.90E-06,3.75E-06,3.25E-06
154504.0468,3.85E-06,2.77E-06,3.22E-06,3.30E-06,3.52E-06
154533.7167,3.64E-06,3.14E-06,3.33E-06,2.07E-06,3.20E-06
154563.3866,3.89E-06,3.62E-06,3.00E-06,2.33E-06,3.48E-06
154593.0564,3.65E-06,3.66E-06,3.33E-06,3.06E-06,3.52E-06
154622.7263,3.35E-06,3.24E-06,3.55E-06,2.88E-06,3.05E-06
154652.3962,3.75E-06,3.47E-06,3.37E-06,2.36E-06,3.32E-06
154682.066,3.58E-06,3.92E-06,3.47E-06,3.12E-06,2.81E-06
154711.7359,4.07E-06,3.51E-06,2.84E-06,3.24E-06,2.97E-06
154741.4058,4.40E-06,3.89E-06,2.88E-06,2.69E-06,2.54E-06
154771.0756,4.35E-06,3.71E-06,3.00E-06,2.67E-06,3.06E-06
154800.7455,3.94E-06,3.66E-06,2.49E-06,3.14E-06,3.33E-06
154830.4154,3.14E-06,3.93E-06,2.81E-06,3.56E-06,3.88E-06
154860.0852,3.44E-06,3.93E-06,2.54E-06,3.56E-06,3.57E-06
154889.7551,3.54E-06,3.46E-06,2.64E-06,2.76E-06,3.01E-06
154919.425,3.50E-06,3.45E-06,3.31E-06,3.06E-06,3.37E-06
154949.0948,3.98E-06,3.39E-06,3.52E-06,3.25E-06,3.21E-06
154978.7647,4.25E-06,2.71E-06,3.14E-06,3.02E-06,3.33E-06
155008.4346,3.78E-06,2.77E-06,3.17E-06,2.85E-06,3.58E-06
155038.1044,3.31E-06,3.25E-06,3.05E-06,2.91E-06,3.57E-06
155067.7743,2.73E-06,3.29E-06,3.00E-06,2.86E-06,3.36E-06
155097.4442,3.05E-06,3.16E-06,3.34E-06,3.24E-06,2.68E-06
155127.114,3.60E-06,3.29E-06,3.55E-06,3.66E-06,2.62E-06
155156.7839,3.43E-06,3.13E-06,3.16E-06,3.51E-06,2.43E-06
155186.4538,3.89E-06,3.74E-06,2.88E-06,3.04E-06,2.50E-06
155216.1236,3.69E-06,3.61E-06,3.25E-06,2.81E-06,2.86E-06
155245.7935,3.70E-06,3.43E-06,3.39E-06,3.14E-06,2.60E-06
155275.4634,2.98E-06,2.57E-06,3.27E-06,3.70E-06,3.01E-06
155305.1332,3.37E-06,2.56E-06,3.68E-06,3.35E-06,2.34E-06
155334.8031,3.36E-06,2.68E-06,2.87E-06,3.55E-06,2.60E-06
155364.473,3.35E-06,3.01E-06,3.49E-06,3.55E-06,2.99E-06
155394.1428,3.08E-06,3.45E-06,3.55E-06,3.14E-06,2.72E-06
155423.8127,2.90E-06,3.39E-06,3.21E-06,3.31E-06,2.57E-06
155453.4826,3.13E-06,3.49E-06,3.17E-06,3.32E-06,2.65E-06
155483.1525,2.82E-06,3.10E-06,2.82E-06,3.26E-06,2.74E-06
155512.8223,3.00E-06,3.21E-06,2.85E-06,3.21E-06,2.72E-06
155542.4922,3.41E-06,3.25E-06,2.92E-06,2.96E-06,3.11E-06
155572.1621,3.95E-06,4.10E-06,3.03E-06,3.27E-06,3.26E-06
155601.8319,4.15E-06,4.14E-06,2.75E-06,2.84E-06,2.86E-06
155631.5018,3.59E-06,3.07E-06,3.06E-06,2.20E-06,2.95E-06
155661.1717,3.01E-06,2.55E-06,2.72E-06,1.92E-06,2.95E-06
155690.8415,3.60E-06,2.99E-06,2.62E-06,2.80E-06,2.92E-06
155720.5114,4.15E-06,3.02E-06,2.86E-06,3.25E-06,2.45E-06
155750.1813,3.79E-06,3.24E-06,3.23E-06,3.71E-06,2.92E-06
155779.8511,3.82E-06,3.21E-06,2.46E-06,3.13E-06,3.50E-06
155809.521,3.41E-06,2.92E-06,2.96E-06,2.89E-06,2.93E-06
155839.1909,3.21E-06,2.97E-06,3.12E-06,3.08E-06,2.39E-06
155868.8607,3.11E-06,2.81E-06,3.30E-06,3.52E-06,2.83E-06
155898.5306,2.59E-06,3.04E-06,3.23E-06,3.41E-06,2.89E-06
155928.2005,2.63E-06,3.04E-06,3.72E-06,3.73E-06,2.74E-06
155957.8703,2.74E-06,3.26E-06,3.34E-06,3.12E-06,2.72E-06
155987.5402,3.28E-06,3.31E-06,3.61E-06,3.45E-06,2.97E-06
156017.2101,3.21E-06,3.18E-06,3.48E-06,3.03E-06,3.06E-06
156046.8799,3.04E-06,2.78E-06,3.28E-06,3.17E-06,3.11E-06
156076.5498,3.73E-06,3.07E-06,2.76E-06,3.54E-06,2.95E-06
156106.2197,3.69E-06,2.58E-06,2.74E-06,3.25E-06,2.93E-06
156135.8895,3.68E-06,2.52E-06,3.39E-06,2.89E-06,2.83E-06
156165.5594,3.40E-06,2.73E-06,3.68E-06,2.39E-06,3.62E-06
156195.2293,3.42E-06,3.10E-06,3.56E-06,2.64E-06,3.69E-06
156224.8991,3.16E-06,2.15E-06,3.25E-06,2.95E-06,3.25E-06
156254.569,3.59E-06,3.34E-06,3.21E-06,2.95E-06,3.30E-06
156284.2389,2.98E-06,2.86E-06,3.49E-06,3.03E-06,3.58E-06
156313.9087,3.56E-06,3.61E-06,3.48E-06,2.96E-06,2.58E-06
156343.5786,4.01E-06,3.89E-06,3.49E-06,2.20E-06,3.10E-06
156373.2485,3.74E-06,3.63E-06,3.21E-06,2.45E-06,2.74E-06
156402.9183,2.64E-06,3.51E-06,2.95E-06,2.44E-06,3.12E-06
156432.5882,3.46E-06,3.24E-06,3.49E-06,2.16E-06,2.91E-06
156462.2581,3.17E-06,3.43E-06,3.48E-06,2.63E-06,2.83E-06
156491.928,2.91E-06,3.01E-06,3.11E-06,2.94E-06,2.83E-06
156521.5978,2.92E-06,2.47E-06,2.90E-06,3.37E-06,2.93E-06
156551.2677,2.87E-06,2.74E-06,2.61E-06,3.70E-06,2.55E-06
156580.9376,2.71E-06,3.24E-06,2.73E-06,3.76E-06,3.27E-06
156610.6074,2.77E-06,3.16E-06,3.53E-06,3.48E-06,3.25E-06
156640.2773,3.46E-06,2.68E-06,3.89E-06,3.32E-06,2.75E-06
156669.9472,3.58E-06,3.21E-06,3.95E-06,3.51E-06,2.81E-06
156699.617,3.42E-06,3.73E-06,3.24E-06,3.46E-06,3.05E-06
156729.2869,2.58E-06,3.77E-06,2.77E-06,3.07E-06,3.13E-06
156758.9568,2.54E-06,3.68E-06,2.95E-06,2.87E-06,2.97E-06
156788.6266,2.85E-06,3.41E-06,2.96E-06,3.19E-06,2.67E-06
156818.2965,2.82E-06,3.13E-06,2.82E-06,2.83E-06,2.71E-06
156847.9664,2.55E-06,2.57E-06,2.45E-06,3.04E-06,2.84E-06
156877.6362,2.69E-06,2.22E-06,3.14E-06,3.40E-06,2.85E-06
156907.3061,2.65E-06,2.91E-06,3.36E-06,2.87E-06,3.37E-06
156936.976,3.62E-06,3.52E-06,3.27E-06,2.24E-06,3.24E-06
156966.6458,3.10E-06,3.46E-06,3.58E-06,2.61E-06,3.43E-06
156996.3157,3.17E-06,3.24E-06,2.48E-06,2.53E-06,3.13E-06
157025.9856,3.70E-06,3.66E-06,2.81E-06,2.71E-06,2.74E-06
157055.6554,3.90E-06,3.38E-06,3.13E-06,2.79E-06,2.26E-06
157085.3253,2.99E-06,3.45E-06,3.17E-06,2.91E-06,2.28E-06
157114.9952,3.58E-06,2.67E-06,3.05E-06,2.93E-06,3.08E-06
157144.665,3.14E-06,2.33E-06,3.29E-06,3.25E-06,3.42E-06
157174.3349,3.37E-06,2.95E-06,2.64E-06,3.60E-06,3.35E-06
157204.0048,3.88E-06,3.31E-06,2.70E-06,3.50E-06,3.50E-06
157233.6746,3.44E-06,3.41E-06,2.96E-06,3.29E-06,3.37E-06
157263.3445,3.11E-06,3.33E-06,2.64E-06,3.43E-06,3.10E-06
157293.0144,3.10E-06,2.68E-06,2.87E-06,2.98E-06,3.37E-06
157322.6842,3.01E-06,3.09E-06,3.31E-06,2.68E-06,3.35E-06
157352.3541,2.52E-06,3.13E-06,3.08E-06,2.33E-06,3.82E-06
157382.024,2.55E-06,2.79E-06,3.16E-06,2.27E-06,3.58E-06
157411.6938,2.35E-06,2.52E-06,3.32E-06,2.76E-06,3.13E-06
157441.3637,2.47E-06,2.28E-06,3.00E-06,3.09E-06,3.51E-06
157471.0336,3.10E-06,2.71E-06,2.92E-06,2.95E-06,3.03E-06
157500.7035,3.56E-06,2.85E-06,3.64E-06,2.98E-06,3.26E-06
157530.3733,3.49E-06,3.58E-06,3.42E-06,2.86E-06,3.17E-06
157560.0432,3.74E-06,3.23E-06,2.78E-06,2.85E-06,3.22E-06
157589.7131,3.15E-06,3.37E-06,2.87E-06,2.93E-06,3.29E-06
157619.3829,2.77E-06,3.19E-06,2.72E-06,2.88E-06,2.88E-06
157649.0528,2.83E-06,3.11E-06,3.14E-06,2.50E-06,2.75E-06
157678.7227,3.21E-06,3.31E-06,3.03E-06,2.86E-06,3.08E-06
157708.3925,3.91E-06,3.11E-06,2.62E-06,2.81E-06,3.59E-06
157738.0624,3.19E-06,2.94E-06,3.28E-06,2.85E-06,3.64E-06
157767.7323,3.10E-06,2.82E-06,3.37E-06,3.15E-06,3.11E-06
157797.4021,2.99E-06,3.22E-06,2.97E-06,2.92E-06,2.78E-06
157827.072,3.83E-06,2.94E-06,3.05E-06,2.85E-06,2.75E-06
157856.7419,4.06E-06,3.28E-06,2.98E-06,3.60E-06,2.79E-06
157886.4117,3.48E-06,3.59E-06,3.00E-06,3.46E-06,2.88E-06
157916.0816,4.00E-06,4.35E-06,3.00E-06,4.07E-06,3.16E-06
157945.7515,3.96E-06,5.01E-06,3.24E-06,4.34E-06,3.65E-06
157975.4213,4.38E-06,4.35E-06,3.85E-06,4.43E-06,3.03E-06
158005.0912,3.40E-06,3.94E-06,3.88E-06,3.80E-06,2.61E-06
158034.7611,3.24E-06,3.82E-06,3.64E-06,3.60E-06,2.25E-06
158064.4309,3.12E-06,3.54E-06,3.37E-06,3.71E-06,3.33E-06
158094.1008,3.99E-06,3.12E-06,2.65E-06,3.23E-06,3.56E-06
158123.7707,3.48E-06,2.73E-06,3.10E-06,3.15E-06,3.37E-06
158153.4405,3.00E-06,2.21E-06,2.81E-06,2.92E-06,2.62E-06
158183.1104,3.00E-06,2.39E-06,3.43E-06,2.90E-06,2.98E-06
158212.7803,2.79E-06,2.99E-06,3.07E-06,2.98E-06,3.52E-06
158242.4501,2.46E-06,2.81E-06,3.14E-06,3.25E-06,4.21E-06
158272.12,3.33E-06,3.13E-06,2.97E-06,3.79E-06,4.34E-06
158301.7899,3.54E-06,2.99E-06,2.97E-06,4.04E-06,4.04E-06
158331.4597,3.49E-06,3.01E-06,3.22E-06,4.07E-06,3.48E-06
158361.1296,3.66E-06,3.72E-06,2.93E-06,4.04E-06,3.30E-06
158390.7995,3.06E-06,3.49E-06,3.28E-06,3.88E-06,3.27E-06
158420.4693,3.43E-06,3.43E-06,3.40E-06,4.18E-06,3.28E-06
158450.1392,3.75E-06,3.41E-06,3.28E-06,4.69E-06,3.11E-06
158479.8091,3.99E-06,2.81E-06,3.25E-06,4.64E-06,3.54E-06
158509.479,3.92E-06,2.38E-06,2.97E-06,3.81E-06,3.07E-06
158539.1488,2.45E-06,2.30E-06,2.93E-06,3.09E-06,3.28E-06
158568.8187,3.27E-06,2.78E-06,2.83E-06,3.54E-06,2.93E-06
158598.4886,3.34E-06,3.21E-06,2.66E-06,3.66E-06,2.95E-06
158628.1584,3.70E-06,3.67E-06,3.28E-06,3.16E-06,2.96E-06
158657.8283,3.80E-06,3.79E-06,3.57E-06,3.23E-06,2.46E-06
158687.4982,3.41E-06,3.04E-06,3.86E-06,2.64E-06,2.48E-06
158717.168,3.48E-06,2.96E-06,3.05E-06,2.00E-06,2.45E-06
158746.8379,4.02E-06,2.88E-06,2.44E-06,2.86E-06,2.80E-06
158776.5078,3.28E-06,3.15E-06,2.37E-06,3.45E-06,3.27E-06
158806.1776,3.42E-06,3.24E-06,2.54E-06,3.56E-06,3.57E-06
158835.8475,3.38E-06,3.30E-06,2.68E-06,3.08E-06,3.32E-06
158865.5174,3.62E-06,3.32E-06,3.11E-06,2.90E-06,3.27E-06
158895.1872,3.92E-06,2.39E-06,2.87E-06,2.60E-06,2.56E-06
158924.8571,3.77E-06,2.93E-06,3.21E-06,2.77E-06,2.12E-06
158954.527,3.72E-06,3.13E-06,2.97E-06,3.11E-06,2.36E-06
158984.1968,3.07E-06,2.64E-06,3.15E-06,2.83E-06,3.30E-06
159013.8667,3.22E-06,2.54E-06,3.38E-06,1.97E-06,3.41E-06
159043.5366,3.66E-06,3.27E-06,2.91E-06,2.69E-06,2.67E-06
159073.2064,3.76E-06,3.21E-06,3.01E-06,3.14E-06,2.46E-06
159102.8763,3.76E-06,3.34E-06,3.09E-06,3.35E-06,3.25E-06
159132.5462,3.08E-06,3.08E-06,3.79E-06,3.67E-06,3.26E-06
159162.216,3.45E-06,2.91E-06,3.68E-06,3.09E-06,3.39E-06
159191.8859,4.30E-06,2.94E-06,3.74E-06,2.61E-06,2.84E-06
159221.5558,3.86E-06,3.05E-06,3.38E-06,3.05E-06,2.29E-06
159251.2256,3.34E-06,2.93E-06,3.39E-06,3.28E-06,2.49E-06
159280.8955,3.88E-06,3.40E-06,3.22E-06,2.96E-06,3.47E-06
159310.5654,4.17E-06,2.93E-06,3.26E-06,3.66E-06,3.90E-06
159340.2352,3.64E-06,2.21E-06,3.01E-06,3.28E-06,3.49E-06
159369.9051,3.85E-06,2.82E-06,3.13E-06,3.01E-06,3.33E-06
159399.575,3.46E-06,3.01E-06,3.23E-06,3.12E-06,2.83E-06
159429.2448,3.54E-06,2.94E-06,3.05E-06,3.85E-06,3.08E-06
159458.9147,3.07E-06,3.09E-06,3.36E-06,3.48E-06,2.67E-06
159488.5846,2.73E-06,3.44E-06,3.36E-06,3.11E-06,3.01E-06
159518.2544,2.60E-06,3.52E-06,2.80E-06,2.99E-06,2.93E-06
159547.9243,2.95E-06,2.85E-06,2.90E-06,3.29E-06,2.29E-06
159577.5942,2.72E-06,3.29E-06,3.58E-06,3.02E-06,2.92E-06
159607.2641,2.99E-06,3.30E-06,3.79E-06,3.34E-06,2.26E-06
159636.9339,2.82E-06,2.10E-06,4.52E-06,2.87E-06,2.19E-06
159666.6038,3.50E-06,2.55E-06,3.75E-06,2.80E-06,2.24E-06
159696.2737,3.70E-06,2.48E-06,3.32E-06,2.73E-06,2.55E-06
159725.9435,3.53E-06,3.06E-06,2.98E-06,2.36E-06,2.58E-06
159755.6134,3.83E-06,2.40E-06,2.31E-06,3.35E-06,2.69E-06
159785.2833,3.04E-06,2.88E-06,2.49E-06,3.62E-06,2.60E-06
159814.9531,3.08E-06,3.26E-06,2.92E-06,3.44E-06,3.06E-06
159844.623,3.42E-06,2.84E-06,3.00E-06,3.59E-06,2.81E-06
159874.2929,3.62E-06,2.40E-06,3.46E-06,3.11E-06,2.96E-06
159903.9627,2.97E-06,2.79E-06,2.79E-06,3.19E-06,2.99E-06
159933.6326,2.95E-06,2.91E-06,3.04E-06,3.40E-06,2.78E-06
159963.3025,3.01E-06,2.43E-06,2.77E-06,3.30E-06,3.13E-06
159992.9723,3.75E-06,2.71E-06,2.93E-06,2.99E-06,2.72E-06
160022.6422,3.20E-06,2.80E-06,2.98E-06,3.09E-06,3.30E-06
160052.3121,3.33E-06,2.91E-06,3.29E-06,2.89E-06,3.76E-06
160081.9819,3.94E-06,3.04E-06,3.19E-06,2.71E-06,3.44E-06
160111.6518,3.82E-06,3.38E-06,2.58E-06,2.59E-06,3.21E-06
160141.3217,3.32E-06,3.19E-06,2.69E-06,3.14E-06,1.92E-06
160170.9915,3.22E-06,3.24E-06,3.78E-06,3.01E-06,2.66E-06
160200.6614,3.66E-06,3.23E-06,3.88E-06,2.53E-06,3.56E-06
160230.3313,3.63E-06,3.69E-06,3.41E-06,3.23E-06,3.63E-06
160260.0011,4.27E-06,3.91E-06,3.54E-06,3.68E-06,3.23E-06
160289.671,2.87E-06,3.18E-06,3.68E-06,2.97E-06,2.79E-06
160319.3409,3.20E-06,3.02E-06,3.53E-06,3.24E-06,2.87E-06
160349.0107,3.48E-06,2.96E-06,3.29E-06,3.32E-06,3.32E-06
160378.6806,3.60E-06,3.11E-06,3.14E-06,3.42E-06,3.12E-06
160408.3505,3.13E-06,3.46E-06,3.09E-06,3.15E-06,2.86E-06
160438.0203,2.78E-06,3.34E-06,3.35E-06,2.99E-06,3.01E-06
160467.6902,2.66E-06,3.40E-06,2.73E-06,3.48E-06,2.55E-06
160497.3601,3.65E-06,3.20E-06,3.52E-06,3.71E-06,2.58E-06
160527.0299,3.21E-06,3.62E-06,3.57E-06,3.48E-06,3.23E-06
160556.6998,2.78E-06,2.72E-06,2.78E-06,3.45E-06,3.57E-06
160586.3697,2.91E-06,2.48E-06,2.52E-06,2.95E-06,3.65E-06
160616.0396,2.22E-06,2.47E-06,2.65E-06,2.86E-06,3.93E-06
160645.7094,2.53E-06,2.82E-06,3.31E-06,2.94E-06,3.81E-06
160675.3793,2.91E-06,3.25E-06,3.13E-06,2.85E-06,3.36E-06
160705.0492,3.60E-06,3.28E-06,2.11E-06,3.10E-06,3.06E-06
160734.719,3.69E-06,3.32E-06,2.79E-06,2.56E-06,2.52E-06
160764.3889,3.48E-06,3.40E-06,2.73E-06,2.54E-06,2.16E-06
160794.0588,3.67E-06,3.03E-06,3.74E-06,2.54E-06,2.37E-06
160823.7286,3.24E-06,3.43E-06,4.23E-06,2.46E-06,2.15E-06
160853.3985,3.53E-06,3.49E-06,3.82E-06,2.54E-06,2.03E-06
160883.0684,3.02E-06,3.07E-06,3.56E-06,2.06E-06,2.01E-06
160912.7382,2.91E-06,3.15E-06,2.40E-06,2.19E-06,2.48E-06
160942.4081,3.13E-06,3.11E-06,2.65E-06,2.80E-06,3.01E-06
160972.078,3.80E-06,2.95E-06,3.45E-06,2.55E-06,3.26E-06
161001.7478,3.44E-06,3.21E-06,3.14E-06,2.82E-06,3.19E-06
161031.4177,3.04E-06,3.53E-06,3.03E-06,2.49E-06,2.72E-06
161061.0876,3.69E-06,4.65E-06,3.36E-06,2.22E-06,2.49E-06
161090.7574,4.09E-06,4.83E-06,3.15E-06,2.62E-06,2.49E-06
161120.4273,3.70E-06,3.75E-06,2.76E-06,2.95E-06,2.32E-06
161150.0972,3.54E-06,3.07E-06,2.90E-06,3.51E-06,3.01E-06
161179.767,3.64E-06,3.20E-06,2.96E-06,3.06E-06,3.03E-06
161209.4369,3.16E-06,3.73E-06,2.54E-06,2.91E-06,2.77E-06
161239.1068,2.98E-06,3.59E-06,2.29E-06,3.43E-06,2.24E-06
161268.7766,3.69E-06,3.57E-06,2.72E-06,3.55E-06,2.88E-06
161298.4465,3.26E-06,2.86E-06,3.44E-06,2.73E-06,2.76E-06
161328.1164,3.18E-06,2.58E-06,3.26E-06,2.74E-06,2.58E-06
161357.7862,2.63E-06,2.74E-06,3.45E-06,2.55E-06,2.38E-06
161387.4561,2.50E-06,3.23E-06,3.86E-06,2.87E-06,2.56E-06
161417.126,2.49E-06,3.63E-06,3.14E-06,2.82E-06,2.76E-06
161446.7958,2.92E-06,3.48E-06,2.74E-06,2.96E-06,3.45E-06
161476.4657,4.20E-06,3.27E-06,2.69E-06,3.25E-06,4.20E-06
161506.1356,4.38E-06,2.88E-06,3.22E-06,2.99E-06,4.00E-06
161535.8054,3.73E-06,3.03E-06,2.93E-06,2.58E-06,2.51E-06
161565.4753,3.36E-06,2.44E-06,3.09E-06,2.92E-06,2.06E-06
161595.1452,3.92E-06,3.25E-06,2.95E-06,3.17E-06,2.22E-06
161624.8151,4.02E-06,3.28E-06,2.55E-06,3.06E-06,2.68E-06
161654.4849,3.35E-06,3.03E-06,2.30E-06,2.94E-06,2.92E-06
161684.1548,3.63E-06,3.07E-06,2.35E-06,2.78E-06,2.94E-06
161713.8247,3.27E-06,3.38E-06,2.91E-06,3.02E-06,3.14E-06
161743.4945,3.03E-06,3.42E-06,2.94E-06,2.55E-06,3.47E-06
161773.1644,3.83E-06,3.40E-06,3.00E-06,2.82E-06,3.39E-06
161802.8343,3.84E-06,3.68E-06,3.12E-06,3.17E-06,2.85E-06
161832.5041,3.63E-06,3.36E-06,3.10E-06,2.90E-06,3.09E-06
161862.174,3.24E-06,3.41E-06,2.90E-06,3.36E-06,2.62E-06
161891.8439,3.72E-06,2.80E-06,2.51E-06,3.02E-06,2.52E-06
161921.5137,3.99E-06,2.50E-06,2.71E-06,3.31E-06,3.14E-06
161951.1836,3.50E-06,2.84E-06,2.88E-06,3.59E-06,3.07E-06
161980.8535,2.55E-06,2.32E-06,3.39E-06,3.14E-06,2.91E-06
162010.5233,3.66E-06,2.21E-06,4.12E-06,3.21E-06,2.89E-06
162040.1932,3.72E-06,2.65E-06,3.80E-06,3.00E-06,2.74E-06
162069.8631,3.19E-06,2.74E-06,3.03E-06,3.02E-06,2.34E-06
162099.5329,3.13E-06,2.79E-06,2.59E-06,3.23E-06,2.53E-06
162129.2028,3.11E-06,3.34E-06,2.43E-06,3.53E-06,2.88E-06
162158.8727,3.03E-06,3.15E-06,2.97E-06,3.02E-06,3.35E-06
162188.5425,3.48E-06,3.12E-06,3.19E-06,3.07E-06,4.16E-06
162218.2124,3.30E-06,3.39E-06,3.04E-06,2.44E-06,3.66E-06
162247.8823,3.54E-06,2.81E-06,2.82E-06,2.99E-06,3.25E-06
162277.5521,3.94E-06,3.25E-06,3.31E-06,3.16E-06,2.81E-06
162307.222,3.84E-06,3.29E-06,3.57E-06,3.05E-06,2.29E-06
162336.8919,3.33E-06,3.20E-06,3.20E-06,3.41E-06,2.81E-06
162366.5617,3.18E-06,2.78E-06,3.17E-06,3.09E-06,2.51E-06
162396.2316,3.07E-06,3.29E-06,2.59E-06,3.13E-06,2.71E-06
162425.9015,3.04E-06,3.71E-06,3.11E-06,2.61E-06,2.68E-06
162455.5713,3.29E-06,3.77E-06,3.69E-06,2.65E-06,2.14E-06
162485.2412,3.74E-06,3.61E-06,4.01E-06,3.08E-06,2.78E-06
162514.9111,4.11E-06,2.98E-06,3.62E-06,2.88E-06,2.83E-06
162544.5809,3.68E-06,2.49E-06,3.01E-06,3.26E-06,3.29E-06
162574.2508,3.20E-06,1.90E-06,3.11E-06,3.07E-06,3.11E-06
162603.9207,3.18E-06,2.04E-06,3.36E-06,3.08E-06,2.99E-06
162633.5905,3.65E-06,2.44E-06,3.12E-06,2.81E-06,2.77E-06
162663.2604,3.69E-06,2.53E-06,2.69E-06,2.70E-06,3.21E-06
162692.9303,3.07E-06,3.06E-06,2.82E-06,2.69E-06,2.89E-06
162722.6002,2.94E-06,3.08E-06,2.83E-06,2.60E-06,2.78E-06
162752.27,3.15E-06,2.79E-06,2.55E-06,3.32E-06,3.27E-06
162781.9399,3.13E-06,2.06E-06,3.22E-06,3.30E-06,2.98E-06
162811.6098,3.53E-06,2.70E-06,3.27E-06,3.62E-06,3.13E-06
162841.2796,3.25E-06,2.47E-06,3.70E-06,3.35E-06,3.35E-06
162870.9495,4.02E-06,3.48E-06,3.88E-06,3.31E-06,3.03E-06
162900.6194,3.96E-06,2.92E-06,3.37E-06,2.92E-06,2.49E-06
162930.2892,4.39E-06,2.88E-06,3.25E-06,2.45E-06,2.50E-06
162959.9591,3.84E-06,2.84E-06,2.44E-06,2.53E-06,2.34E-06
162989.629,3.57E-06,2.21E-06,2.97E-06,2.88E-06,2.31E-06
163019.2988,2.70E-06,2.87E-06,3.41E-06,2.62E-06,2.36E-06
163048.9687,3.22E-06,3.10E-06,3.45E-06,2.71E-06,2.23E-06
163078.6386,3.63E-06,2.78E-06,3.13E-06,2.91E-06,2.65E-06
163108.3084,3.77E-06,3.15E-06,3.76E-06,2.69E-06,2.88E-06
163137.9783,4.14E-06,4.02E-06,3.46E-06,2.33E-06,2.81E-06
163167.6482,4.30E-06,4.70E-06,3.18E-06,3.01E-06,2.51E-06
163197.318,3.85E-06,4.96E-06,2.86E-06,3.17E-06,2.71E-06
163226.9879,3.35E-06,5.04E-06,2.97E-06,3.08E-06,2.71E-06
163256.6578,3.57E-06,4.03E-06,2.81E-06,3.05E-06,2.72E-06
163286.3276,3.17E-06,3.00E-06,2.94E-06,2.73E-06,3.20E-06
163315.9975,2.87E-06,3.35E-06,3.47E-06,2.94E-06,3.00E-06
163345.6674,3.69E-06,3.34E-06,3.60E-06,2.60E-06,3.27E-06
163375.3372,4.10E-06,3.36E-06,3.85E-06,2.77E-06,3.16E-06
163405.0071,3.82E-06,3.17E-06,3.44E-06,2.74E-06,3.19E-06
163434.677,3.28E-06,2.79E-06,3.30E-06,3.07E-06,3.24E-06
163464.3468,2.05E-06,2.68E-06,3.08E-06,3.48E-06,3.20E-06
163494.0167,2.68E-06,3.06E-06,2.75E-06,3.12E-06,3.01E-06
163523.6866,3.25E-06,3.24E-06,2.49E-06,2.59E-06,2.85E-06
163553.3564,2.66E-06,3.52E-06,2.40E-06,2.61E-06,2.87E-06
163583.0263,2.81E-06,3.13E-06,3.38E-06,2.46E-06,3.37E-06
163612.6962,3.18E-06,2.93E-06,3.60E-06,3.33E-06,3.19E-06
163642.366,3.70E-06,3.35E-06,3.23E-06,3.59E-06,3.41E-06
