Frequency (Hz),RIN (Hz^-1/2)
31789.47434,2.71E-06
31819.14421,2.74E-06
31848.81407,2.72E-06
31878.48394,2.69E-06
31908.15381,2.68E-06
31937.82368,2.68E-06
31967.49354,2.67E-06
31997.16341,2.65E-06
32026.83328,2.63E-06
32056.50315,2.63E-06
32086.17301,2.63E-06
32115.84288,2.61E-06
32145.51275,2.56E-06
32175.18262,2.50E-06
32204.85249,2.49E-06
32234.52235,2.52E-06
32264.19222,2.57E-06
32293.86209,2.65E-06
32323.53196,2.77E-06
32353.20182,2.87E-06
32382.87169,2.96E-06
32412.54156,3.06E-06
32442.21143,3.18E-06
32471.88129,3.33E-06
32501.55116,3.52E-06
32531.22103,3.74E-06
32560.8909,3.95E-06
32590.56076,4.14E-06
32620.23063,4.32E-06
32649.9005,4.54E-06
32679.57037,4.87E-06
32709.24023,5.37E-06
32738.9101,5.92E-06
32768.57997,6.46E-06
32798.24984,6.93E-06
32827.91971,7.27E-06
32857.58957,7.53E-06
32887.25944,7.70E-06
32916.92931,7.78E-06
32946.59918,7.93E-06
32976.26904,8.28E-06
33005.93891,8.64E-06
33035.60878,8.84E-06
33065.27865,8.81E-06
33094.94851,8.67E-06
33124.61838,8.46E-06
33154.28825,8.16E-06
33183.95812,7.81E-06
33213.62798,7.38E-06
33243.29785,6.87E-06
33272.96772,6.37E-06
33302.63759,5.94E-06
33332.30745,5.57E-06
33361.97732,5.25E-06
33391.64719,4.95E-06
33421.31706,4.62E-06
33450.98693,4.30E-06
33480.65679,4.01E-06
33510.32666,3.78E-06
33539.99653,3.58E-06
33569.6664,3.41E-06
33599.33626,3.24E-06
33629.00613,3.06E-06
33658.676,2.91E-06
33688.34587,2.81E-06
33718.01573,2.72E-06
33747.6856,2.63E-06
33777.35547,2.52E-06
33807.02534,2.41E-06
33836.6952,2.31E-06
33866.36507,2.25E-06
33896.03494,2.20E-06
33925.70481,2.16E-06
33955.37467,2.11E-06
33985.04454,2.03E-06
34014.71441,1.95E-06
34044.38428,1.89E-06
34074.05415,1.86E-06
34103.72401,1.85E-06
34133.39388,1.84E-06
34163.06375,1.81E-06
34192.73362,1.77E-06
34222.40348,1.76E-06
34252.07335,1.77E-06
34281.74322,1.79E-06
34311.41309,1.80E-06
34341.08295,1.79E-06
34370.75282,1.78E-06
34400.42269,1.76E-06
34430.09256,1.74E-06
34459.76242,1.71E-06
34489.43229,1.68E-06
34519.10216,1.64E-06
34548.77203,1.60E-06
34578.4419,1.56E-06
34608.11176,1.55E-06
34637.78163,1.53E-06
34667.4515,1.52E-06
34697.12137,1.53E-06
34726.79123,1.54E-06
34756.4611,1.55E-06
34786.13097,1.56E-06
34815.80084,1.58E-06
34845.4707,1.61E-06
34875.14057,1.63E-06
34904.81044,1.65E-06
34934.48031,1.66E-06
34964.15017,1.67E-06
34993.82004,1.68E-06
35023.48991,1.70E-06
35053.15978,1.71E-06
35082.82964,1.73E-06
35112.49951,1.74E-06
35142.16938,1.73E-06
35171.83925,1.72E-06
35201.50912,1.71E-06
35231.17898,1.69E-06
35260.84885,1.68E-06
35290.51872,1.67E-06
35320.18859,1.65E-06
35349.85845,1.63E-06
35379.52832,1.65E-06
35409.19819,1.70E-06
35438.86806,1.75E-06
35468.53792,1.79E-06
35498.20779,1.80E-06
35527.87766,1.81E-06
35557.54753,1.83E-06
35587.21739,1.85E-06
35616.88726,1.86E-06
35646.55713,1.86E-06
35676.227,1.88E-06
35705.89686,1.91E-06
35735.56673,1.98E-06
35765.2366,2.05E-06
35794.90647,2.11E-06
35824.57634,2.15E-06
35854.2462,2.20E-06
35883.91607,2.28E-06
35913.58594,2.35E-06
35943.25581,2.39E-06
35972.92567,2.40E-06
36002.59554,2.46E-06
36032.26541,2.61E-06
36061.93528,2.81E-06
36091.60514,3.02E-06
36121.27501,3.24E-06
36150.94488,3.54E-06
36180.61475,3.95E-06
36210.28461,4.47E-06
36239.95448,5.10E-06
36269.62435,5.93E-06
36299.29422,7.16E-06
36328.96408,8.95E-06
36358.63395,1.16E-05
36388.30382,1.58E-05
36417.97369,2.21E-05
36447.64356,3.11E-05
36477.31342,4.27E-05
36506.98329,5.37E-05
36536.65316,5.79E-05
36566.32303,5.21E-05
36595.99289,3.94E-05
36625.66276,2.64E-05
36655.33263,1.75E-05
36685.0025,1.23E-05
36714.67236,9.38E-06
36744.34223,7.54E-06
36774.0121,6.33E-06
36803.68197,5.47E-06
36833.35183,4.78E-06
36863.0217,4.21E-06
36892.69157,3.76E-06
36922.36144,3.45E-06
36952.0313,3.19E-06
36981.70117,2.97E-06
37011.37104,2.79E-06
37041.04091,2.65E-06
37070.71078,2.55E-06
37100.38064,2.46E-06
37130.05051,2.39E-06
37159.72038,2.34E-06
37189.39025,2.28E-06
37219.06011,2.20E-06
37248.72998,2.12E-06
37278.39985,2.04E-06
37308.06972,1.98E-06
37337.73958,1.93E-06
37367.40945,1.88E-06
37397.07932,1.85E-06
37426.74919,1.82E-06
37456.41905,1.79E-06
37486.08892,1.76E-06
37515.75879,1.71E-06
37545.42866,1.66E-06
37575.09852,1.63E-06
37604.76839,1.62E-06
37634.43826,1.63E-06
37664.10813,1.62E-06
37693.778,1.60E-06
37723.44786,1.57E-06
37753.11773,1.57E-06
37782.7876,1.61E-06
37812.45747,1.68E-06
37842.12733,1.71E-06
37871.7972,1.69E-06
37901.46707,1.64E-06
37931.13694,1.60E-06
37960.8068,1.56E-06
37990.47667,1.52E-06
38020.14654,1.48E-06
38049.81641,1.46E-06
38079.48627,1.46E-06
38109.15614,1.45E-06
38138.82601,1.44E-06
38168.49588,1.43E-06
38198.16574,1.41E-06
38227.83561,1.40E-06
38257.50548,1.39E-06
38287.17535,1.38E-06
38316.84522,1.37E-06
38346.51508,1.36E-06
38376.18495,1.36E-06
38405.85482,1.37E-06
38435.52469,1.39E-06
38465.19455,1.39E-06
38494.86442,1.38E-06
38524.53429,1.38E-06
38554.20416,1.38E-06
38583.87402,1.37E-06
38613.54389,1.36E-06
38643.21376,1.36E-06
38672.88363,1.37E-06
38702.55349,1.36E-06
38732.22336,1.34E-06
38761.89323,1.33E-06
38791.5631,1.32E-06
38821.23296,1.32E-06
38850.90283,1.31E-06
38880.5727,1.30E-06
38910.24257,1.31E-06
38939.91244,1.33E-06
38969.5823,1.34E-06
38999.25217,1.34E-06
39028.92204,1.34E-06
39058.59191,1.34E-06
39088.26177,1.35E-06
39117.93164,1.35E-06
39147.60151,1.38E-06
39177.27138,1.42E-06
39206.94124,1.46E-06
39236.61111,1.47E-06
39266.28098,1.47E-06
39295.95085,1.48E-06
39325.62071,1.49E-06
39355.29058,1.51E-06
39384.96045,1.53E-06
39414.63032,1.56E-06
39444.30018,1.61E-06
39473.97005,1.66E-06
39503.63992,1.73E-06
39533.30979,1.80E-06
39562.97966,1.87E-06
39592.64952,1.95E-06
39622.31939,2.05E-06
39651.98926,2.19E-06
39681.65913,2.38E-06
39711.32899,2.61E-06
39740.99886,2.90E-06
39770.66873,3.31E-06
39800.3386,3.77E-06
39830.00846,4.22E-06
39859.67833,4.69E-06
39889.3482,5.24E-06
39919.01807,5.87E-06
39948.68793,6.54E-06
39978.3578,7.11E-06
40008.02767,7.47E-06
40037.69754,7.55E-06
40067.36741,7.42E-06
40097.03727,7.11E-06
40126.70714,6.61E-06
40156.37701,6.00E-06
40186.04688,5.35E-06
40215.71674,4.72E-06
40245.38661,4.16E-06
40275.05648,3.67E-06
40304.72635,3.27E-06
40334.39621,2.95E-06
40364.06608,2.69E-06
40393.73595,2.48E-06
40423.40582,2.32E-06
40453.07568,2.20E-06
40482.74555,2.11E-06
40512.41542,2.05E-06
40542.08529,2.01E-06
40571.75515,1.99E-06
40601.42502,2.00E-06
40631.09489,2.02E-06
40660.76476,2.02E-06
40690.43463,2.02E-06
40720.10449,2.03E-06
40749.77436,2.08E-06
40779.44423,2.16E-06
40809.1141,2.25E-06
40838.78396,2.28E-06
40868.45383,2.28E-06
40898.1237,2.29E-06
40927.79357,2.36E-06
40957.46343,2.51E-06
40987.1333,2.69E-06
41016.80317,2.82E-06
41046.47304,2.86E-06
41076.1429,2.88E-06
41105.81277,2.93E-06
41135.48264,2.97E-06
41165.15251,2.97E-06
41194.82237,2.98E-06
41224.49224,3.03E-06
41254.16211,3.06E-06
41283.83198,3.08E-06
41313.50185,3.08E-06
41343.17171,3.08E-06
41372.84158,3.12E-06
41402.51145,3.13E-06
41432.18132,3.06E-06
41461.85118,2.95E-06
41491.52105,2.85E-06
41521.19092,2.77E-06
41550.86079,2.68E-06
41580.53065,2.59E-06
41610.20052,2.49E-06
41639.87039,2.39E-06
41669.54026,2.31E-06
41699.21012,2.25E-06
41728.87999,2.21E-06
41758.54986,2.14E-06
41788.21973,2.04E-06
41817.88959,1.93E-06
41847.55946,1.87E-06
41877.22933,1.83E-06
41906.8992,1.80E-06
41936.56907,1.74E-06
41966.23893,1.70E-06
41995.9088,1.68E-06
42025.57867,1.68E-06
42055.24854,1.65E-06
42084.9184,1.61E-06
42114.58827,1.55E-06
42144.25814,1.51E-06
42173.92801,1.48E-06
42203.59787,1.45E-06
42233.26774,1.41E-06
42262.93761,1.37E-06
42292.60748,1.36E-06
42322.27734,1.38E-06
42351.94721,1.40E-06
42381.61708,1.41E-06
42411.28695,1.39E-06
42440.95681,1.37E-06
42470.62668,1.36E-06
42500.29655,1.35E-06
42529.96642,1.34E-06
42559.63629,1.32E-06
42589.30615,1.30E-06
42618.97602,1.29E-06
42648.64589,1.27E-06
42678.31576,1.25E-06
42707.98562,1.21E-06
42737.65549,1.18E-06
42767.32536,1.18E-06
42796.99523,1.19E-06
42826.66509,1.20E-06
42856.33496,1.22E-06
42886.00483,1.22E-06
42915.6747,1.21E-06
42945.34456,1.20E-06
42975.01443,1.22E-06
43004.6843,1.24E-06
43034.35417,1.24E-06
43064.02403,1.23E-06
43093.6939,1.23E-06
43123.36377,1.24E-06
43153.03364,1.25E-06
43182.70351,1.26E-06
43212.37337,1.27E-06
43242.04324,1.26E-06
43271.71311,1.26E-06
43301.38298,1.27E-06
43331.05284,1.28E-06
43360.72271,1.30E-06
43390.39258,1.31E-06
43420.06245,1.32E-06
43449.73231,1.31E-06
43479.40218,1.29E-06
43509.07205,1.28E-06
43538.74192,1.28E-06
43568.41178,1.28E-06
43598.08165,1.27E-06
43627.75152,1.26E-06
43657.42139,1.27E-06
43687.09125,1.29E-06
43716.76112,1.31E-06
43746.43099,1.34E-06
43776.10086,1.35E-06
43805.77073,1.35E-06
43835.44059,1.33E-06
43865.11046,1.32E-06
43894.78033,1.33E-06
43924.4502,1.37E-06
43954.12006,1.42E-06
43983.78993,1.46E-06
44013.4598,1.50E-06
44043.12967,1.52E-06
44072.79953,1.55E-06
44102.4694,1.59E-06
44132.13927,1.63E-06
44161.80914,1.65E-06
44191.479,1.66E-06
44221.14887,1.69E-06
44250.81874,1.76E-06
44280.48861,1.84E-06
44310.15847,1.94E-06
44339.82834,2.08E-06
44369.49821,2.20E-06
44399.16808,2.32E-06
44428.83795,2.50E-06
44458.50781,2.75E-06
44488.17768,3.07E-06
44517.84755,3.48E-06
44547.51742,4.03E-06
44577.18728,4.76E-06
44606.85715,5.69E-06
44636.52702,6.90E-06
44666.19689,8.49E-06
44695.86675,1.03E-05
44725.53662,1.20E-05
44755.20649,1.32E-05
44784.87636,1.38E-05
44814.54622,1.36E-05
44844.21609,1.26E-05
44873.88596,1.09E-05
44903.55583,8.97E-06
44933.22569,7.23E-06
44962.89556,5.88E-06
44992.56543,4.94E-06
45022.2353,4.30E-06
45051.90517,3.79E-06
45081.57503,3.35E-06
45111.2449,2.94E-06
45140.91477,2.59E-06
45170.58464,2.36E-06
45200.2545,2.20E-06
45229.92437,2.09E-06
45259.59424,2.01E-06
45289.26411,1.95E-06
45318.93397,1.88E-06
45348.60384,1.79E-06
45378.27371,1.69E-06
45407.94358,1.62E-06
45437.61344,1.58E-06
45467.28331,1.55E-06
45496.95318,1.50E-06
45526.62305,1.47E-06
45556.29291,1.43E-06
45585.96278,1.41E-06
45615.63265,1.40E-06
45645.30252,1.37E-06
45674.97239,1.33E-06
45704.64225,1.29E-06
45734.31212,1.26E-06
45763.98199,1.25E-06
45793.65186,1.25E-06
45823.32172,1.27E-06
45852.99159,1.26E-06
45882.66146,1.24E-06
45912.33133,1.20E-06
45942.00119,1.18E-06
45971.67106,1.18E-06
46001.34093,1.20E-06
46031.0108,1.21E-06
46060.68066,1.21E-06
46090.35053,1.22E-06
46120.0204,1.23E-06
46149.69027,1.24E-06
46179.36014,1.24E-06
46209.03,1.22E-06
46238.69987,1.20E-06
46268.36974,1.17E-06
46298.03961,1.14E-06
46327.70947,1.13E-06
46357.37934,1.13E-06
46387.04921,1.14E-06
46416.71908,1.15E-06
46446.38894,1.16E-06
46476.05881,1.16E-06
46505.72868,1.15E-06
46535.39855,1.14E-06
46565.06841,1.13E-06
46594.73828,1.13E-06
46624.40815,1.13E-06
46654.07802,1.12E-06
46683.74788,1.10E-06
46713.41775,1.09E-06
46743.08762,1.08E-06
46772.75749,1.08E-06
46802.42736,1.08E-06
46832.09722,1.07E-06
46861.76709,1.07E-06
46891.43696,1.08E-06
46921.10683,1.08E-06
46950.77669,1.08E-06
46980.44656,1.08E-06
47010.11643,1.08E-06
47039.7863,1.08E-06
47069.45616,1.07E-06
47099.12603,1.07E-06
47128.7959,1.08E-06
47158.46577,1.09E-06
47188.13563,1.09E-06
47217.8055,1.06E-06
47247.47537,1.03E-06
47277.14524,1.02E-06
47306.8151,1.03E-06
47336.48497,1.06E-06
47366.15484,1.08E-06
47395.82471,1.09E-06
47425.49458,1.08E-06
47455.16444,1.06E-06
47484.83431,1.06E-06
47514.50418,1.06E-06
47544.17405,1.06E-06
47573.84391,1.05E-06
47603.51378,1.05E-06
47633.18365,1.05E-06
47662.85352,1.06E-06
47692.52338,1.06E-06
47722.19325,1.07E-06
47751.86312,1.08E-06
47781.53299,1.10E-06
47811.20285,1.11E-06
47840.87272,1.11E-06
47870.54259,1.12E-06
47900.21246,1.14E-06
47929.88232,1.18E-06
47959.55219,1.20E-06
47989.22206,1.23E-06
48018.89193,1.30E-06
48048.5618,1.43E-06
48078.23166,1.61E-06
48107.90153,1.84E-06
48137.5714,2.15E-06
48167.24127,2.52E-06
48196.91113,2.92E-06
48226.581,3.33E-06
48256.25087,3.68E-06
48285.92074,3.88E-06
48315.5906,3.85E-06
48345.26047,3.57E-06
48374.93034,3.16E-06
48404.60021,2.71E-06
48434.27007,2.35E-06
48463.93994,2.06E-06
48493.60981,1.82E-06
48523.27968,1.62E-06
48552.94954,1.48E-06
48582.61941,1.40E-06
48612.28928,1.37E-06
48641.95915,1.36E-06
48671.62902,1.34E-06
48701.29888,1.33E-06
48730.96875,1.34E-06
48760.63862,1.37E-06
48790.30849,1.41E-06
48819.97835,1.43E-06
48849.64822,1.44E-06
48879.31809,1.44E-06
48908.98796,1.45E-06
48938.65782,1.48E-06
48968.32769,1.53E-06
48997.99756,1.58E-06
49027.66743,1.62E-06
49057.33729,1.65E-06
49087.00716,1.68E-06
49116.67703,1.70E-06
49146.3469,1.73E-06
49176.01676,1.79E-06
49205.68663,1.85E-06
49235.3565,1.91E-06
49265.02637,1.96E-06
49294.69624,1.99E-06
49324.3661,2.01E-06
49354.03597,2.03E-06
49383.70584,2.05E-06
49413.37571,2.07E-06
49443.04557,2.10E-06
49472.71544,2.13E-06
49502.38531,2.15E-06
49532.05518,2.17E-06
49561.72504,2.18E-06
49591.39491,2.19E-06
49621.06478,2.20E-06
49650.73465,2.23E-06
49680.40451,2.25E-06
49710.07438,2.24E-06
49739.74425,2.20E-06
49769.41412,2.15E-06
49799.08398,2.12E-06
49828.75385,2.12E-06
49858.42372,2.11E-06
49888.09359,2.09E-06
49917.76346,2.03E-06
49947.43332,1.94E-06
49977.10319,1.86E-06
50006.77306,1.80E-06
50036.44293,1.77E-06
50066.11279,1.74E-06
50095.78266,1.71E-06
50125.45253,1.68E-06
50155.1224,1.64E-06
50184.79226,1.58E-06
50214.46213,1.53E-06
50244.132,1.50E-06
50273.80187,1.50E-06
50303.47173,1.48E-06
50333.1416,1.44E-06
50362.81147,1.39E-06
50392.48134,1.35E-06
50422.1512,1.32E-06
50451.82107,1.31E-06
50481.49094,1.29E-06
50511.16081,1.24E-06
50540.83068,1.19E-06
50570.50054,1.16E-06
50600.17041,1.15E-06
50629.84028,1.16E-06
50659.51015,1.17E-06
50689.18001,1.15E-06
50718.84988,1.13E-06
50748.51975,1.12E-06
50778.18962,1.11E-06
50807.85948,1.09E-06
50837.52935,1.07E-06
50867.19922,1.05E-06
50896.86909,1.04E-06
50926.53895,1.03E-06
50956.20882,1.04E-06
50985.87869,1.04E-06
51015.54856,1.03E-06
51045.21842,1.01E-06
51074.88829,9.99E-07
51104.55816,9.99E-07
51134.22803,1.02E-06
51163.8979,1.03E-06
51193.56776,1.04E-06
51223.23763,1.05E-06
51252.9075,1.06E-06
51282.57737,1.06E-06
51312.24723,1.07E-06
51341.9171,1.06E-06
51371.58697,1.05E-06
51401.25684,1.05E-06
51430.9267,1.08E-06
51460.59657,1.11E-06
51490.26644,1.11E-06
51519.93631,1.10E-06
51549.60617,1.09E-06
51579.27604,1.09E-06
51608.94591,1.10E-06
51638.61578,1.11E-06
51668.28565,1.12E-06
51697.95551,1.13E-06
51727.62538,1.13E-06
51757.29525,1.11E-06
51786.96512,1.10E-06
51816.63498,1.13E-06
51846.30485,1.17E-06
51875.97472,1.23E-06
51905.64459,1.32E-06
51935.31445,1.48E-06
51964.98432,1.60E-06
51994.65419,1.58E-06
52024.32406,1.42E-06
52053.99392,1.24E-06
52083.66379,1.13E-06
52113.33366,1.08E-06
52143.00353,1.06E-06
52172.67339,1.05E-06
52202.34326,1.04E-06
52232.01313,1.04E-06
52261.683,1.05E-06
52291.35287,1.05E-06
52321.02273,1.05E-06
52350.6926,1.07E-06
52380.36247,1.07E-06
52410.03234,1.06E-06
52439.7022,1.03E-06
52469.37207,1.02E-06
52499.04194,1.05E-06
52528.71181,1.09E-06
52558.38167,1.12E-06
52588.05154,1.14E-06
52617.72141,1.16E-06
52647.39128,1.21E-06
52677.06114,1.25E-06
52706.73101,1.30E-06
52736.40088,1.37E-06
52766.07075,1.48E-06
52795.74061,1.63E-06
52825.41048,1.81E-06
52855.08035,1.99E-06
52884.75022,2.16E-06
52914.42009,2.31E-06
52944.08995,2.42E-06
52973.75982,2.51E-06
53003.42969,2.56E-06
53033.09956,2.60E-06
53062.76942,2.62E-06
53092.43929,2.58E-06
53122.10916,2.47E-06
53151.77903,2.31E-06
53181.44889,2.12E-06
53211.11876,1.95E-06
53240.78863,1.81E-06
53270.4585,1.68E-06
53300.12836,1.57E-06
53329.79823,1.48E-06
53359.4681,1.41E-06
53389.13797,1.35E-06
53418.80783,1.29E-06
53448.4777,1.23E-06
53478.14757,1.19E-06
53507.81744,1.17E-06
53537.48731,1.16E-06
53567.15717,1.14E-06
53596.82704,1.12E-06
53626.49691,1.11E-06
53656.16678,1.10E-06
53685.83664,1.09E-06
53715.50651,1.07E-06
53745.17638,1.06E-06
53774.84625,1.06E-06
53804.51611,1.05E-06
53834.18598,1.05E-06
53863.85585,1.05E-06
53893.52572,1.05E-06
53923.19558,1.04E-06
53952.86545,1.03E-06
53982.53532,1.02E-06
54012.20519,1.01E-06
54041.87505,1.02E-06
54071.54492,1.04E-06
54101.21479,1.05E-06
54130.88466,1.04E-06
54160.55453,1.02E-06
54190.22439,1.01E-06
54219.89426,1.01E-06
54249.56413,1.02E-06
54279.234,1.04E-06
54308.90386,1.03E-06
54338.57373,1.02E-06
54368.2436,1.02E-06
54397.91347,1.03E-06
54427.58333,1.06E-06
54457.2532,1.07E-06
54486.92307,1.08E-06
54516.59294,1.09E-06
54546.2628,1.10E-06
54575.93267,1.11E-06
54605.60254,1.10E-06
54635.27241,1.09E-06
54664.94227,1.08E-06
54694.61214,1.06E-06
54724.28201,1.06E-06
54753.95188,1.07E-06
54783.62175,1.08E-06
54813.29161,1.09E-06
54842.96148,1.09E-06
54872.63135,1.08E-06
54902.30122,1.07E-06
54931.97108,1.07E-06
54961.64095,1.10E-06
54991.31082,1.12E-06
55020.98069,1.13E-06
55050.65055,1.13E-06
55080.32042,1.14E-06
55109.99029,1.15E-06
55139.66016,1.17E-06
55169.33002,1.17E-06
55198.99989,1.16E-06
55228.66976,1.16E-06
55258.33963,1.16E-06
55288.00949,1.16E-06
55317.67936,1.17E-06
55347.34923,1.21E-06
55377.0191,1.26E-06
55406.68897,1.31E-06
55436.35883,1.33E-06
55466.0287,1.33E-06
55495.69857,1.32E-06
55525.36844,1.32E-06
55555.0383,1.33E-06
55584.70817,1.33E-06
55614.37804,1.33E-06
55644.04791,1.35E-06
55673.71777,1.40E-06
55703.38764,1.46E-06
55733.05751,1.51E-06
55762.72738,1.56E-06
55792.39724,1.61E-06
55822.06711,1.67E-06
55851.73698,1.73E-06
55881.40685,1.79E-06
55911.07671,1.85E-06
55940.74658,1.92E-06
55970.41645,2.02E-06
56000.08632,2.14E-06
56029.75619,2.27E-06
56059.42605,2.41E-06
56089.09592,2.53E-06
56118.76579,2.66E-06
56148.43566,2.87E-06
56178.10552,3.17E-06
56207.77539,3.54E-06
56237.44526,3.99E-06
56267.11513,4.58E-06
56296.78499,5.47E-06
56326.45486,6.78E-06
56356.12473,8.76E-06
56385.7946,1.20E-05
56415.46446,1.71E-05
56445.13433,2.44E-05
56474.8042,3.36E-05
56504.47407,4.34E-05
56534.14393,5.04E-05
56563.8138,5.11E-05
56593.48367,4.52E-05
56623.15354,3.55E-05
56652.82341,2.59E-05
56682.49327,1.82E-05
56712.16314,1.29E-05
56741.83301,9.41E-06
56771.50288,7.22E-06
56801.17274,5.82E-06
56830.84261,4.90E-06
56860.51248,4.30E-06
56890.18235,3.88E-06
56919.85221,3.56E-06
56949.52208,3.29E-06
56979.19195,3.07E-06
57008.86182,2.86E-06
57038.53168,2.64E-06
57068.20155,2.46E-06
57097.87142,2.34E-06
57127.54129,2.25E-06
57157.21116,2.21E-06
57186.88102,2.21E-06
57216.55089,2.19E-06
57246.22076,2.14E-06
57275.89063,2.10E-06
57305.56049,2.12E-06
57335.23036,2.17E-06
57364.90023,2.20E-06
57394.5701,2.20E-06
57424.23996,2.20E-06
57453.90983,2.19E-06
57483.5797,2.16E-06
57513.24957,2.13E-06
57542.91943,2.12E-06
57572.5893,2.14E-06
57602.25917,2.15E-06
57631.92904,2.14E-06
57661.5989,2.13E-06
57691.26877,2.14E-06
57720.93864,2.18E-06
57750.60851,2.22E-06
57780.27838,2.25E-06
57809.94824,2.24E-06
57839.61811,2.19E-06
57869.28798,2.13E-06
57898.95785,2.09E-06
57928.62771,2.10E-06
57958.29758,2.13E-06
57987.96745,2.15E-06
58017.63732,2.16E-06
58047.30718,2.13E-06
58076.97705,2.07E-06
58106.64692,2.00E-06
58136.31679,1.97E-06
58165.98665,1.94E-06
58195.65652,1.91E-06
58225.32639,1.88E-06
58254.99626,1.83E-06
58284.66612,1.78E-06
58314.33599,1.76E-06
58344.00586,1.75E-06
58373.67573,1.75E-06
58403.3456,1.73E-06
58433.01546,1.69E-06
58462.68533,1.64E-06
58492.3552,1.59E-06
58522.02507,1.55E-06
58551.69493,1.52E-06
58581.3648,1.51E-06
58611.03467,1.48E-06
58640.70454,1.43E-06
58670.3744,1.39E-06
58700.04427,1.38E-06
58729.71414,1.39E-06
58759.38401,1.40E-06
58789.05387,1.40E-06
58818.72374,1.38E-06
58848.39361,1.35E-06
58878.06348,1.32E-06
58907.73334,1.28E-06
58937.40321,1.25E-06
58967.07308,1.22E-06
58996.74295,1.20E-06
59026.41282,1.19E-06
59056.08268,1.19E-06
59085.75255,1.18E-06
59115.42242,1.16E-06
59145.09229,1.14E-06
59174.76215,1.15E-06
59204.43202,1.18E-06
59234.10189,1.21E-06
59263.77176,1.22E-06
59293.44162,1.20E-06
59323.11149,1.17E-06
59352.78136,1.15E-06
59382.45123,1.14E-06
59412.12109,1.14E-06
59441.79096,1.14E-06
59471.46083,1.14E-06
59501.1307,1.15E-06
59530.80056,1.14E-06
59560.47043,1.13E-06
59590.1403,1.14E-06
59619.81017,1.15E-06
59649.48004,1.16E-06
59679.1499,1.15E-06
59708.81977,1.13E-06
59738.48964,1.15E-06
59768.15951,1.17E-06
59797.82937,1.19E-06
59827.49924,1.22E-06
59857.16911,1.23E-06
59886.83898,1.25E-06
59916.50884,1.28E-06
59946.17871,1.31E-06
59975.84858,1.33E-06
60005.51845,1.33E-06
60035.18831,1.33E-06
60064.85818,1.34E-06
60094.52805,1.36E-06
60124.19792,1.36E-06
60153.86778,1.34E-06
60183.53765,1.31E-06
60213.20752,1.28E-06
60242.87739,1.24E-06
60272.54726,1.22E-06
60302.21712,1.20E-06
60331.88699,1.20E-06
60361.55686,1.20E-06
60391.22673,1.19E-06
60420.89659,1.15E-06
60450.56646,1.12E-06
60480.23633,1.10E-06
60509.9062,1.10E-06
60539.57606,1.12E-06
60569.24593,1.15E-06
60598.9158,1.17E-06
60628.58567,1.18E-06
60658.25553,1.20E-06
60687.9254,1.23E-06
60717.59527,1.28E-06
60747.26514,1.32E-06
60776.935,1.33E-06
60806.60487,1.35E-06
60836.27474,1.39E-06
60865.94461,1.46E-06
60895.61448,1.52E-06
60925.28434,1.57E-06
60954.95421,1.62E-06
60984.62408,1.72E-06
61014.29395,1.88E-06
61043.96381,2.04E-06
61073.63368,2.19E-06
61103.30355,2.30E-06
61132.97342,2.37E-06
61162.64328,2.40E-06
61192.31315,2.42E-06
61221.98302,2.45E-06
61251.65289,2.52E-06
61281.32275,2.59E-06
61310.99262,2.65E-06
61340.66249,2.66E-06
61370.33236,2.63E-06
61400.00222,2.55E-06
61429.67209,2.44E-06
61459.34196,2.33E-06
61489.01183,2.23E-06
61518.6817,2.08E-06
61548.35156,1.94E-06
61578.02143,1.84E-06
61607.6913,1.77E-06
61637.36117,1.69E-06
61667.03103,1.61E-06
61696.7009,1.53E-06
61726.37077,1.45E-06
61756.04064,1.38E-06
61785.7105,1.32E-06
61815.38037,1.28E-06
61845.05024,1.25E-06
61874.72011,1.21E-06
61904.38997,1.16E-06
61934.05984,1.12E-06
61963.72971,1.09E-06
61993.39958,1.09E-06
62023.06944,1.10E-06
62052.73931,1.08E-06
62082.40918,1.05E-06
62112.07905,1.03E-06
62141.74892,1.02E-06
62171.41878,1.02E-06
62201.08865,1.02E-06
62230.75852,1.01E-06
62260.42839,9.98E-07
62290.09825,9.90E-07
62319.76812,9.81E-07
62349.43799,9.75E-07
62379.10786,9.76E-07
62408.77772,9.77E-07
62438.44759,9.71E-07
62468.11746,9.70E-07
62497.78733,9.77E-07
62527.45719,9.95E-07
62557.12706,1.01E-06
62586.79693,1.02E-06
62616.4668,1.01E-06
62646.13666,9.97E-07
62675.80653,9.97E-07
62705.4764,9.95E-07
62735.14627,9.91E-07
62764.81614,9.89E-07
62794.486,9.94E-07
62824.15587,1.00E-06
62853.82574,9.98E-07
62883.49561,9.87E-07
62913.16547,9.83E-07
62942.83534,9.85E-07
62972.50521,9.81E-07
63002.17508,9.68E-07
63031.84494,9.53E-07
63061.51481,9.45E-07
63091.18468,9.44E-07
63120.85455,9.43E-07
63150.52441,9.48E-07
63180.19428,9.61E-07
63209.86415,9.81E-07
63239.53402,1.00E-06
63269.20389,1.02E-06
63298.87375,1.02E-06
63328.54362,1.03E-06
63358.21349,1.04E-06
63387.88336,1.06E-06
63417.55322,1.08E-06
63447.22309,1.09E-06
63476.89296,1.10E-06
63506.56283,1.11E-06
63536.23269,1.11E-06
63565.90256,1.11E-06
63595.57243,1.10E-06
63625.2423,1.10E-06
63654.91216,1.12E-06
63684.58203,1.14E-06
